r2_linear,r2_mlp_best,r2_mlp_cfg,r2_kr_best,r2_kr_cfg,r2_best_nonlinear,best_nl_source,linear_over_nonlinear,n_pca,pca_var_explained,layer
-0.04469608168073025,-0.038076816150529824,"{'hidden_layer_sizes': (8,), 'alpha': 10.0}",-0.041396400995884486,"{'alpha': 1.0, 'gamma': 0.01}",-0.038076816150529824,mlp,,20,0.9999999999999999,0
0.3589943961697998,0.4872279230387262,"{'hidden_layer_sizes': (16,), 'alpha': 1.0}",-0.22742592732475053,"{'alpha': 0.1, 'gamma': 0.01}",0.4872279230387262,mlp,0.7368099798772533,20,0.8866404280142416,1
0.23261744033717524,0.5090058483006932,"{'hidden_layer_sizes': (32,), 'alpha': 10.0}",-0.7601872507641376,"{'alpha': 0.1, 'gamma': 0.01}",0.5090058483006932,mlp,0.4570034727769128,20,0.8754836339570317,2
0.0631657564475131,0.3680543075960939,"{'hidden_layer_sizes': (32,), 'alpha': 10.0}",-0.7583655361366897,"{'alpha': 0.1, 'gamma': 0.01}",0.3680543075960939,mlp,0.17162075037261013,20,0.8827658693405664,3
0.06552180008323383,0.4722503946767662,"{'hidden_layer_sizes': (8,), 'alpha': 10.0}",-0.7605708013765957,"{'alpha': 0.1, 'gamma': 0.01}",0.4722503946767662,mlp,0.13874376987674197,20,0.8819512841130491,4
0.22854069400290788,0.15145967157091034,"{'hidden_layer_sizes': (16,), 'alpha': 1.0}",-0.7610438652266867,"{'alpha': 0.1, 'gamma': 0.01}",0.15145967157091034,mlp,1.5089210984846866,20,0.8968643743170013,5
0.07497994470626079,0.05898193050288181,"{'hidden_layer_sizes': (8,), 'alpha': 10.0}",-0.759103960429214,"{'alpha': 0.1, 'gamma': 0.01}",0.05898193050288181,mlp,1.2712358525226186,20,0.8991505520256815,6
0.09279881456406924,0.1133951618378497,"{'hidden_layer_sizes': (32,), 'alpha': 10.0}",-0.759605907499066,"{'alpha': 0.1, 'gamma': 0.01}",0.1133951618378497,mlp,0.8183666133548769,20,0.8999930808821767,7
0.17691419523471008,0.2846081910310563,"{'hidden_layer_sizes': (8,), 'alpha': 10.0}",-0.7531063302735941,"{'alpha': 0.1, 'gamma': 0.01}",0.2846081910310563,mlp,0.6216061266325441,20,0.8935623886452767,8
0.19683254112713866,0.2949911692566469,"{'hidden_layer_sizes': (8,), 'alpha': 10.0}",-0.7606401338809152,"{'alpha': 0.1, 'gamma': 0.01}",0.2949911692566469,mlp,0.6672489268853037,20,0.8902558265727383,9
0.2829897434169223,0.20733189662048135,"{'hidden_layer_sizes': (8,), 'alpha': 10.0}",-0.7600029031662028,"{'alpha': 0.1, 'gamma': 0.01}",0.20733189662048135,mlp,1.3649117575716376,20,0.8990864469408908,10
0.34237610651983696,0.3026492802715469,"{'hidden_layer_sizes': (32,), 'alpha': 10.0}",-0.7612887155566368,"{'alpha': 0.1, 'gamma': 0.01}",0.3026492802715469,mlp,1.1312635741695662,20,0.8962974122689022,11
0.21301646496421245,0.40449137045628103,"{'hidden_layer_sizes': (32,), 'alpha': 10.0}",-0.7753734141055253,"{'alpha': 0.1, 'gamma': 0.01}",0.40449137045628103,mlp,0.5266279592662808,20,0.8869562414838353,12
0.3357452949030738,0.2956857151244049,"{'hidden_layer_sizes': (32,), 'alpha': 10.0}",-0.7686776621964708,"{'alpha': 0.1, 'gamma': 0.01}",0.2956857151244049,mlp,1.1354802674921733,20,0.8845216681586857,13
0.3417283803187895,0.2991685573712831,"{'hidden_layer_sizes': (32,), 'alpha': 10.0}",-0.7425155765275029,"{'alpha': 0.1, 'gamma': 0.01}",0.2991685573712831,mlp,1.1422603475494502,20,0.8934267279311238,14
