r2_linear,r2_mlp_best,r2_mlp_cfg,r2_kr_best,r2_kr_cfg,r2_best_nonlinear,best_nl_source,linear_over_nonlinear,n_pca,pca_var_explained,layer
-0.03319807882919501,-0.02918967026955066,"{'hidden_layer_sizes': (8,), 'alpha': 10.0}",-0.022507859826700116,"{'alpha': 1.0, 'gamma': 0.01}",-0.022507859826700116,kernel_ridge,,20,0.9999999999999998,0
0.20828447981791776,0.4276217217641012,"{'hidden_layer_sizes': (16,), 'alpha': 10.0}",-0.13413747865796832,"{'alpha': 0.1, 'gamma': 0.01}",0.4276217217641012,mlp,0.48707647253901315,20,0.8901698169633235,1
0.19023880103086976,0.31585489718288695,"{'hidden_layer_sizes': (16,), 'alpha': 1.0}",-0.6442287485320366,"{'alpha': 0.1, 'gamma': 0.01}",0.31585489718288695,mlp,0.6022980891783271,20,0.8799651766348403,2
0.27252437381473815,0.3991455114087452,"{'hidden_layer_sizes': (8,), 'alpha': 1.0}",-0.6431598568573282,"{'alpha': 0.1, 'gamma': 0.01}",0.3991455114087452,mlp,0.6827694813675592,20,0.8889692398001197,3
0.24684500382998154,0.06744651511905586,"{'hidden_layer_sizes': (8,), 'alpha': 1.0}",-0.6326438903416831,"{'alpha': 0.1, 'gamma': 0.01}",0.06744651511905586,mlp,3.659862980233351,20,0.8853074524087717,4
0.2040301935400921,0.4041898001993103,"{'hidden_layer_sizes': (8,), 'alpha': 10.0}",-0.6394105746650354,"{'alpha': 0.1, 'gamma': 0.01}",0.4041898001993103,mlp,0.5047880808458864,20,0.8977360360271684,5
-0.10104797051429681,0.29102881227144806,"{'hidden_layer_sizes': (16,), 'alpha': 10.0}",-0.6259961044913365,"{'alpha': 0.1, 'gamma': 0.01}",0.29102881227144806,mlp,-0.3472095072842735,20,0.9012561445095533,6
0.16802742306105722,0.10585126876711315,"{'hidden_layer_sizes': (8,), 'alpha': 10.0}",-0.6117878492491746,"{'alpha': 0.1, 'gamma': 0.01}",0.10585126876711315,mlp,1.5873916771913228,20,0.8998121238508973,7
0.31767935964103433,0.27607446249302114,"{'hidden_layer_sizes': (16,), 'alpha': 10.0}",-0.5968097776506089,"{'alpha': 0.1, 'gamma': 0.01}",0.27607446249302114,mlp,1.1507017229058805,20,0.8934302767402754,8
0.2942654589420839,0.22693913263641607,"{'hidden_layer_sizes': (8,), 'alpha': 10.0}",-0.6374480497970414,"{'alpha': 1.0, 'gamma': 0.01}",0.22693913263641607,mlp,1.2966712947366936,20,0.8904113797302204,9
0.28892630910673167,0.32093631195441163,"{'hidden_layer_sizes': (8,), 'alpha': 10.0}",-0.6262427896433085,"{'alpha': 1.0, 'gamma': 0.01}",0.32093631195441163,mlp,0.9002605761474977,20,0.8990092680096007,10
0.25648588538590356,0.2500538221501948,"{'hidden_layer_sizes': (32,), 'alpha': 10.0}",-0.6303215158392124,"{'alpha': 1.0, 'gamma': 0.01}",0.2500538221501948,mlp,1.0257227151354853,20,0.8990715417819848,11
0.16095810695385937,0.07761675590560779,"{'hidden_layer_sizes': (16,), 'alpha': 10.0}",-0.6326999745511168,"{'alpha': 1.0, 'gamma': 0.01}",0.07761675590560779,mlp,2.0737546303739576,20,0.8890274615426915,12
0.12381931000684876,0.09107632689476897,"{'hidden_layer_sizes': (8,), 'alpha': 10.0}",-0.6521739130434787,"{'alpha': 1.0, 'gamma': 1.0}",0.09107632689476897,mlp,1.3595114584485994,20,0.8848102228862665,13
0.15900764936971878,0.07034472778055434,"{'hidden_layer_sizes': (8,), 'alpha': 10.0}",-0.6146804083200135,"{'alpha': 1.0, 'gamma': 0.01}",0.07034472778055434,mlp,2.2604060657645175,20,0.8923687867435786,14
0.2651817469216665,0.315657626042522,"{'hidden_layer_sizes': (8,), 'alpha': 10.0}",-0.6310966058770022,"{'alpha': 1.0, 'gamma': 0.01}",0.315657626042522,mlp,0.8400929521213091,20,0.8885799105316071,15
0.15875847489473982,0.2104780945660405,"{'hidden_layer_sizes': (32,), 'alpha': 10.0}",-0.6319872218314142,"{'alpha': 1.0, 'gamma': 0.01}",0.2104780945660405,mlp,0.7542755231705458,20,0.8866389028803265,16
0.1644240700342553,0.2620978203105495,"{'hidden_layer_sizes': (8,), 'alpha': 10.0}",-0.6232884561765124,"{'alpha': 1.0, 'gamma': 0.01}",0.2620978203105495,mlp,0.627338563286927,20,0.8804582653354582,17
0.14387415624670052,0.22509391719821148,"{'hidden_layer_sizes': (8,), 'alpha': 10.0}",-0.6383422117189974,"{'alpha': 1.0, 'gamma': 0.01}",0.22509391719821148,mlp,0.6391738970005525,20,0.8777118968074892,18
0.22130130095346257,0.25413807735558813,"{'hidden_layer_sizes': (8,), 'alpha': 10.0}",-0.6521079663666243,"{'alpha': 1.0, 'gamma': 0.01}",0.25413807735558813,mlp,0.8707915919416491,20,0.8738967480242548,19
0.21694976086436168,0.24312981201782513,"{'hidden_layer_sizes': (8,), 'alpha': 10.0}",-0.6524436320672651,"{'alpha': 0.1, 'gamma': 0.01}",0.24312981201782513,mlp,0.8923206868948509,20,0.874347826512999,20
0.18770633226478217,0.17616526659770138,"{'hidden_layer_sizes': (8,), 'alpha': 10.0}",-0.6514558604138214,"{'alpha': 0.1, 'gamma': 0.01}",0.17616526659770138,mlp,1.0655127193343763,20,0.8720389420224995,21
0.2082466925813632,0.38710651070814694,"{'hidden_layer_sizes': (8,), 'alpha': 1.0}",-0.6508100295023098,"{'alpha': 1.0, 'gamma': 0.01}",0.38710651070814694,mlp,0.5379570914485796,20,0.8620877911440159,22
0.31529769314232714,0.5054201811936245,"{'hidden_layer_sizes': (32,), 'alpha': 10.0}",-0.6495337354142445,"{'alpha': 1.0, 'gamma': 0.01}",0.5054201811936245,mlp,0.6238328125277962,20,0.8547313255477815,23
0.2979011843699797,0.5200951054886471,"{'hidden_layer_sizes': (8,), 'alpha': 10.0}",-0.6449069858197634,"{'alpha': 0.1, 'gamma': 0.01}",0.5200951054886471,mlp,0.5727821339331608,20,0.8427567804639498,24
0.25749603603616633,0.5663695182099554,"{'hidden_layer_sizes': (16,), 'alpha': 10.0}",-0.6446084365362212,"{'alpha': 0.1, 'gamma': 0.01}",0.5663695182099554,mlp,0.4546431750952945,20,0.8472543319465664,25
0.3107918597581616,0.5824174132961748,"{'hidden_layer_sizes': (16,), 'alpha': 1.0}",-0.6408683797492165,"{'alpha': 0.1, 'gamma': 0.01}",0.5824174132961748,mlp,0.5336239141601964,20,0.848273312197352,26
0.4794770486583336,0.6535067124513205,"{'hidden_layer_sizes': (32,), 'alpha': 10.0}",-0.6420813794108808,"{'alpha': 0.1, 'gamma': 0.01}",0.6535067124513205,mlp,0.7336987356408365,20,0.8368230379771234,27
0.44307591552894443,0.6447596314049937,"{'hidden_layer_sizes': (16,), 'alpha': 10.0}",-0.6087465806263648,"{'alpha': 0.1, 'gamma': 0.01}",0.6447596314049937,mlp,0.687195497279256,20,0.8325916691911683,28
