r2_linear,r2_mlp_best,r2_mlp_cfg,r2_kr_best,r2_kr_cfg,r2_best_nonlinear,best_nl_source,linear_over_nonlinear,n_pca,pca_var_explained,layer
0.3533092642357356,0.36981292927805276,"{'hidden_layer_sizes': (8,), 'alpha': 10.0}",-0.7583059983193525,"{'alpha': 0.1, 'gamma': 0.01}",0.36981292927805276,mlp,0.9553729365965232,20,0.8952718047856465,11
0.3080324766727093,0.26590877703019633,"{'hidden_layer_sizes': (16,), 'alpha': 10.0}",-0.7490653210216653,"{'alpha': 0.1, 'gamma': 0.01}",0.26590877703019633,mlp,1.1584141001774058,20,0.8858084344684282,12
0.29489509194367947,0.4751378844643449,"{'hidden_layer_sizes': (8,), 'alpha': 10.0}",-0.7540554522525904,"{'alpha': 0.1, 'gamma': 0.01}",0.4751378844643449,mlp,0.6206516078509182,20,0.8830870801398453,13
0.3093150553203712,0.2451969208044099,"{'hidden_layer_sizes': (8,), 'alpha': 10.0}",-0.7636495893995978,"{'alpha': 0.1, 'gamma': 0.01}",0.2451969208044099,mlp,1.2614964914959408,20,0.8923140451982194,14
0.4616380664699705,0.5251480759542103,"{'hidden_layer_sizes': (16,), 'alpha': 10.0}",-0.7584118817129002,"{'alpha': 0.1, 'gamma': 0.01}",0.5251480759542103,mlp,0.8790626636709272,20,0.8876612968058986,15
0.4579250642045728,0.3200532966453494,"{'hidden_layer_sizes': (8,), 'alpha': 1.0}",-0.7435371898290637,"{'alpha': 0.1, 'gamma': 0.01}",0.3200532966453494,mlp,1.4307775267567353,20,0.8861328060637805,16
0.40914035298442786,0.3434932495909423,"{'hidden_layer_sizes': (8,), 'alpha': 10.0}",-0.7174519194373761,"{'alpha': 0.1, 'gamma': 0.01}",0.3434932495909423,mlp,1.1911161382986801,20,0.8778319947725846,17
0.4275875821731313,-0.5705383048766028,"{'hidden_layer_sizes': (8,), 'alpha': 1.0}",-0.7052700900966911,"{'alpha': 0.1, 'gamma': 0.01}",-0.5705383048766028,mlp,,20,0.8760391540398097,18
-0.029376202438133436,0.1763873778905496,"{'hidden_layer_sizes': (8,), 'alpha': 1.0}",-0.716997471960571,"{'alpha': 0.1, 'gamma': 0.01}",0.1763873778905496,mlp,-0.16654367670435982,20,0.8745758751028098,19
-0.09824880036056038,-0.12547227649644155,"{'hidden_layer_sizes': (16,), 'alpha': 10.0}",-0.6973308232814799,"{'alpha': 0.1, 'gamma': 0.01}",-0.12547227649644155,mlp,,20,0.8753143289728301,20
-0.11043426347577734,-0.20658536547730066,"{'hidden_layer_sizes': (16,), 'alpha': 10.0}",-0.698962399942219,"{'alpha': 0.1, 'gamma': 0.01}",-0.20658536547730066,mlp,,20,0.8734127165911731,21
0.13617832178487566,-0.018788716028455443,"{'hidden_layer_sizes': (32,), 'alpha': 10.0}",-0.7509335046071808,"{'alpha': 0.1, 'gamma': 0.01}",-0.018788716028455443,mlp,,20,0.8671012029434171,22
0.27976540507680026,0.14422310548974837,"{'hidden_layer_sizes': (8,), 'alpha': 1.0}",-0.7475653650925669,"{'alpha': 0.1, 'gamma': 0.01}",0.14422310548974837,mlp,1.9398098808563409,20,0.857246637399562,23
0.3001764979232878,0.5382675278977771,"{'hidden_layer_sizes': (8,), 'alpha': 1.0}",-0.7175419754240311,"{'alpha': 0.1, 'gamma': 0.01}",0.5382675278977771,mlp,0.5576715710413329,20,0.8476391012247004,24
0.26547254620161487,0.3385258092023177,"{'hidden_layer_sizes': (8,), 'alpha': 1.0}",-0.7256779191496001,"{'alpha': 0.1, 'gamma': 0.01}",0.3385258092023177,mlp,0.7842017919613242,20,0.8505978792406929,25
0.2585968022857693,0.3217901794433585,"{'hidden_layer_sizes': (16,), 'alpha': 1.0}",-0.7118475009584195,"{'alpha': 0.1, 'gamma': 0.01}",0.3217901794433585,mlp,0.803619310984248,20,0.8538116962176568,26
0.31254303375199266,0.43225834774839555,"{'hidden_layer_sizes': (8,), 'alpha': 10.0}",-0.70810229247424,"{'alpha': 0.1, 'gamma': 0.01}",0.43225834774839555,mlp,0.723046843120574,20,0.8404539644916194,27
0.2994193715938658,0.6169738715843992,"{'hidden_layer_sizes': (8,), 'alpha': 1.0}",-0.7032838643037418,"{'alpha': 0.1, 'gamma': 0.01}",0.6169738715843992,mlp,0.4853031633656573,20,0.8328748346737777,28
