r2_linear,r2_mlp_best,r2_mlp_cfg,r2_kr_best,r2_kr_cfg,r2_best_nonlinear,best_nl_source,linear_over_nonlinear,n_pca,pca_var_explained,layer
-0.009643078722072929,-0.012121899014438942,"{'hidden_layer_sizes': (16,), 'alpha': 10.0}",-0.008928416843541287,"{'alpha': 0.1, 'gamma': 0.01}",-0.008928416843541287,kernel_ridge,,20,0.9999999999999992,0
-0.011811225049300988,0.5889290932309785,"{'hidden_layer_sizes': (8,), 'alpha': 1.0}",-0.30201846972134017,"{'alpha': 0.1, 'gamma': 0.01}",0.5889290932309785,mlp,-0.020055428038887213,20,0.8918057866318395,1
0.013833825532288513,0.11455433421961358,"{'hidden_layer_sizes': (32,), 'alpha': 10.0}",-0.6348619629830299,"{'alpha': 0.1, 'gamma': 0.01}",0.11455433421961358,mlp,0.1207621311452739,20,0.8841781853777233,2
0.00534863591403878,0.346608198876478,"{'hidden_layer_sizes': (8,), 'alpha': 10.0}",-0.6429247055151308,"{'alpha': 0.1, 'gamma': 0.01}",0.346608198876478,mlp,0.015431360052578827,20,0.8894405780797188,3
-0.003275976800805047,0.3921941253931279,"{'hidden_layer_sizes': (8,), 'alpha': 1.0}",-0.64543473543793,"{'alpha': 0.1, 'gamma': 0.01}",0.3921941253931279,mlp,-0.008352947147082507,20,0.8854575889430907,4
-0.09508702928163837,0.2963186103306892,"{'hidden_layer_sizes': (16,), 'alpha': 10.0}",-0.6395499976088079,"{'alpha': 0.1, 'gamma': 0.01}",0.2963186103306892,mlp,-0.32089455729939476,20,0.8984596506900565,5
-0.1168732674841022,-0.005489172090919814,"{'hidden_layer_sizes': (32,), 'alpha': 10.0}",-0.6368368148956474,"{'alpha': 0.1, 'gamma': 0.01}",-0.005489172090919814,mlp,,20,0.902236029454643,6
0.11831065345818859,0.19239532649205815,"{'hidden_layer_sizes': (8,), 'alpha': 10.0}",-0.616322963310298,"{'alpha': 0.1, 'gamma': 0.01}",0.19239532649205815,mlp,0.614935173402314,20,0.9014723045226114,7
0.10692499762740859,0.11839776454761786,"{'hidden_layer_sizes': (8,), 'alpha': 10.0}",-0.6144509542173162,"{'alpha': 0.1, 'gamma': 0.01}",0.11839776454761786,mlp,0.9030998012163052,20,0.895670910278268,8
0.1607917306012424,0.3340316312376208,"{'hidden_layer_sizes': (16,), 'alpha': 10.0}",-0.6290228121399777,"{'alpha': 0.1, 'gamma': 0.01}",0.3340316312376208,mlp,0.48136677956363855,20,0.8932593483650579,9
0.200787558042392,0.3867122639461361,"{'hidden_layer_sizes': (16,), 'alpha': 1.0}",-0.5981341630248174,"{'alpha': 0.1, 'gamma': 0.01}",0.3867122639461361,mlp,0.5192169392133864,20,0.9007596636656451,10
0.2492281066656422,0.21964504005596475,"{'hidden_layer_sizes': (8,), 'alpha': 1.0}",-0.608674411961434,"{'alpha': 0.1, 'gamma': 0.01}",0.21964504005596475,mlp,1.1346857939616566,20,0.8982919291841258,11
0.2449480561709132,0.3643195046093094,"{'hidden_layer_sizes': (16,), 'alpha': 10.0}",-0.6157583871895751,"{'alpha': 0.1, 'gamma': 0.01}",0.3643195046093094,mlp,0.6723440635812011,20,0.8881574453226876,12
0.19834777422312033,0.30311577964450265,"{'hidden_layer_sizes': (16,), 'alpha': 10.0}",-0.6139291158189388,"{'alpha': 0.1, 'gamma': 0.01}",0.30311577964450265,mlp,0.6543630768934058,20,0.8849524504435707,13
0.22258695608879953,0.3387330547579849,"{'hidden_layer_sizes': (16,), 'alpha': 10.0}",-0.6122769082385497,"{'alpha': 1.0, 'gamma': 0.01}",0.3387330547579849,mlp,0.6571161360317539,20,0.8931269189860807,14
0.2610285214840128,0.3036716356349385,"{'hidden_layer_sizes': (8,), 'alpha': 10.0}",-0.6297740457587113,"{'alpha': 0.1, 'gamma': 0.01}",0.3036716356349385,mlp,0.8595749186065257,20,0.8893691627092276,15
0.21813699907553308,0.28942289067383176,"{'hidden_layer_sizes': (16,), 'alpha': 10.0}",-0.6280275957273098,"{'alpha': 0.1, 'gamma': 0.01}",0.28942289067383176,mlp,0.7536964286676444,20,0.887064575779073,16
0.287877847675602,0.3237969070941342,"{'hidden_layer_sizes': (8,), 'alpha': 10.0}",-0.6182026155492004,"{'alpha': 0.1, 'gamma': 0.01}",0.3237969070941342,mlp,0.8890691707314862,20,0.8825962747772521,17
0.29169760407553724,0.34595050030136587,"{'hidden_layer_sizes': (8,), 'alpha': 10.0}",-0.6232007364457766,"{'alpha': 0.1, 'gamma': 0.01}",0.34595050030136587,mlp,0.8431772864078312,20,0.8800322013648436,18
0.3869456054128023,0.30155754009602287,"{'hidden_layer_sizes': (16,), 'alpha': 10.0}",-0.6381156114874198,"{'alpha': 0.1, 'gamma': 0.01}",0.30155754009602287,mlp,1.283156790871785,20,0.8774185291531498,19
0.38639745349536714,0.46225106542982153,"{'hidden_layer_sizes': (16,), 'alpha': 10.0}",-0.6419253617044729,"{'alpha': 0.1, 'gamma': 0.01}",0.46225106542982153,mlp,0.8359038678171086,20,0.8814142376528404,20
0.3817068887744486,0.3378565867743276,"{'hidden_layer_sizes': (8,), 'alpha': 10.0}",-0.6347800546184059,"{'alpha': 0.1, 'gamma': 0.01}",0.3378565867743276,mlp,1.1297896910010843,20,0.8785198862142723,21
0.46619733107083405,0.5252458258690191,"{'hidden_layer_sizes': (16,), 'alpha': 10.0}",-0.6419506688085568,"{'alpha': 0.1, 'gamma': 0.01}",0.5252458258690191,mlp,0.8875793164077233,20,0.866675768427453,22
0.6986986586672046,0.7231680759999546,"{'hidden_layer_sizes': (32,), 'alpha': 10.0}",-0.6440679266765896,"{'alpha': 0.1, 'gamma': 0.01}",0.7231680759999546,mlp,0.9661635819599543,20,0.8568900381218746,23
0.6406681812272504,0.6860533014799679,"{'hidden_layer_sizes': (16,), 'alpha': 1.0}",-0.6383159788616919,"{'alpha': 0.1, 'gamma': 0.01}",0.6860533014799679,mlp,0.9338460726669316,20,0.8469099743220173,24
0.6348062030692161,0.7510843917975483,"{'hidden_layer_sizes': (8,), 'alpha': 10.0}",-0.6333836748462311,"{'alpha': 0.1, 'gamma': 0.01}",0.7510843917975483,mlp,0.845186253371546,20,0.8491195741509948,25
0.6778711612943378,0.7729466740556569,"{'hidden_layer_sizes': (8,), 'alpha': 10.0}",-0.6336323003183268,"{'alpha': 0.1, 'gamma': 0.01}",0.7729466740556569,mlp,0.8769960257899071,20,0.8500457328539235,26
0.7076324545367059,0.7823704882541608,"{'hidden_layer_sizes': (32,), 'alpha': 10.0}",-0.6352250233206227,"{'alpha': 0.1, 'gamma': 0.01}",0.7823704882541608,mlp,0.9044723250179965,20,0.8378891496899739,27
0.6995005918088626,0.7719392311633111,"{'hidden_layer_sizes': (8,), 'alpha': 10.0}",-0.6082622889200189,"{'alpha': 0.1, 'gamma': 0.01}",0.7719392311633111,mlp,0.9061601788973938,20,0.829518579447586,28
